is_dad_joke,dad_joke
1,I used to have a job at a calendar factory but I got the sack because I took a couple of days off.
1,"What did celery say when he broke up with his girlfriend? She wasn't right for me, so I really don't carrot all."
1,"I hate perforated lines, they're tearable."
1,Why is the new Kindle screen textured to look like paper? So you feel write at home.
1,How do you make a hankie dance? Put a little boogie in it.
1,How does a French skeleton say hello? Bone-jour.
1,Astronomers got tired watching the moon go around the earth for 24 hours. They decided to call it a day.
1,"To be Frank, I'd have to change my name."
1,"My friend said to me: ""What rhymes with orange"" I said: ""no it doesn't"""
1,Why does a Moon-rock taste better than an Earth-rock? Because it's a little meteor.
1,How do the trees get on the internet? They log on.
1,My first time using an elevator was an uplifting experience. The second time let me down.
1,What are the strongest days of the week? Saturday and Sunday...the rest are weekdays.
1,A cannibal is someone who is fed up with people.
1,"The other day, my wife asked me to pass her lipstick but I accidentally passed her a glue stick. She still isn't talking to me."
1,Why did the belt go to prison? He held up a pair of pants!
1,A red and a blue ship have just collided in the Caribbean. Apparently the survivors are marooned.
1,People are making apocalypse jokes like there’s no tomorrow.
1,They tried to make a diamond shaped like a duck. It quacked under the pressure.
1,What do you call a dad that has fallen through the ice? A Popsicle.
1,"Two guys walked into a bar, the third one ducked."
1,What do you call an elephant that doesn’t matter? An irrelephant.
1,Comedians who tell one too many lightbulb jokes soon burn out.
1,"What did celery say when he broke up with his girlfriend? She wasn't right for me, so I really don't carrot all."
1,I'm practicing for a bug-eating contest and I've got butterflies in my stomach.
1,"Doctor you've got to help me, I'm addicted to Twitter. Doctor: I don't follow you."
1,"""Dad, I'm hungry."" Hello, Hungry. I'm Dad."
1,What do you call a cow with no legs? Ground beef.
1,"Today a girl said she recognized me from vegetarian club, but I’m sure I’ve never met herbivore."
1,Did you hear about the guy whose whole left side was cut off? He's all right now.
1,"My friend said to me: ""What rhymes with orange"" I said: ""no it doesn't"""
1,"Past, present, and future walked into a bar.... It was tense."
1,"I was at the library and asked if they have any books on ""paranoia"", the librarian replied, ""yes, they are right behind you"""
1,"This furniture store keeps emailing me, all I wanted was one night stand!"
1,"I used to be addicted to soap, but I'm clean now."
1,Why can’t you hear a pterodactyl go to the bathroom? The p is silent.
1,I couldn't figure out how the seat belt worked. Then it just clicked.
1,Why did the burglar hang his mugshot on the wall? To prove that he was framed!
1,"I was just looking at my ceiling. Not sure if it’s the best ceiling in the world, but it’s definitely up there."
1,A police officer caught two kids playing with a firework and a car battery. He charged one and let the other one off.
1,A steak pun is a rare medium well done.
1,"Q: What did the spaghetti say to the other spaghetti?
A: Pasta la vista, baby!"
1,"Hostess: Do you have a preference of where you sit?
Dad: Down."
1,My sea sickness comes in waves.
1,What's red and bad for your teeth? A Brick.
1,What cheese can never be yours? Nacho cheese.
1,"What’s the advantage of living in Switzerland? Well, the flag is a big plus."
1,A police officer caught two kids playing with a firework and a car battery. He charged one and let the other one off.
1,How do the trees get on the internet? They log on.
1,I was in an 80's band called the prevention. We were better than the cure.
1,"I knew I shouldn't steal a mixer from work, but it was a whisk I was willing to take."
1,"Why do trees seem suspicious on sunny days? Dunno, they're just a bit shady."
1,I knew i shouldn’t have ate that seafood. Because now i’m feeling a little… Eel
1,I thought about going on an all-almond diet. But that's just nuts.
1,Why does Superman get invited to dinners? Because he is a Supperhero.
1,Why was Santa's little helper feeling depressed? Because he has low elf esteem.
1,What's the worst thing about ancient history class? The teachers tend to Babylon.
1,Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!
1,How many kids with ADD does it take to change a lightbulb? Let's go ride bikes!
1,I’m reading a book on the history of glue – can’t put it down.
1,My first time using an elevator was an uplifting experience. The second time let me down.
1,Last night me and my girlfriend watched three DVDs back to back. Luckily I was the one facing the TV.
1,A man walks into a bar and orders helicopter flavor chips. The barman replies “sorry mate we only do plain”
1,Did you hear the news? FedEx and UPS are merging. They’re going to go by the name Fed-Up from now on.
1,"There’s a new type of broom out, it’s sweeping the nation."
1,Why is the ocean always blue? Because the shore never waves back.
1,Have you ever heard of a music group called Cellophane? They mostly wrap.
1,"As I suspected, someone has been adding soil to my garden. The plot thickens."
1,"I was so proud when I finished the puzzle in six months, when on the side it said three to four years."
1,Slept like a log last night … woke up in the fireplace.
1,"I saw an ad in a shop window, ""Television for sale, $1, volume stuck on full"", I thought, ""I can't turn that down""."
1,Why do bears have hairy coats? Fur protection.
1,What is the hardest part about sky diving? The ground.
1,How do you fix a broken pizza? With tomato paste.
1,"What's the difference between a seal and a sea lion?
An ion!"
1,A steak pun is a rare medium well done.
1,Comedians who tell one too many lightbulb jokes soon burn out.
1,"To be Frank, I'd have to change my name."
1,What did the Red light say to the Green light? Don't look at me I'm changing!
1,"Today a girl said she recognized me from vegetarian club, but I’m sure I’ve never met herbivore."
1,What do you call a dad that has fallen through the ice? A Popsicle.
1,What does a female snake use for support? A co-Bra!
1,Whiteboards ... are remarkable.
1,"Have you heard the rumor going around about butter? Never mind, I shouldn't spread it."
1,Why did the octopus beat the shark in a fight? Because it was well armed.
1,What do you get when you cross a chicken with a skunk? A fowl smell!
1,"What's the difference between a seal and a sea lion?
An ion!"
1,Why are skeletons so calm? Because nothing gets under their skin.
1,"I broke my finger at work today, on the other hand I'm completely fine."
1,"“Doctor, I’ve broken my arm in several places” Doctor “Well don’t go to those places.”"
1,How do you make a hankie dance? Put a little boogie in it.
1,I was thinking about moving to Moscow but there is no point Russian into things.
1,"*Reversing the car* ""Ah, this takes me back"""
1,This is my step ladder. I never knew my real ladder.
1,Why did the burglar hang his mugshot on the wall? To prove that he was framed!
1,Why don’t seagulls fly over the bay? Because then they’d be bay-gulls!
1,What’s E.T. short for? He’s only got little legs.
1,"I broke my finger at work today, on the other hand I'm completely fine."
1,"What’s the advantage of living in Switzerland? Well, the flag is a big plus."
